epoch,total_loss,clean_loss,robust_loss,val_clean_dice,val_robust_dice,timestamp
1,13.840222336924993,0.7516287827147887,13.088593699002208,0.40311069353662243,0.4030358550732103,2026-01-01 14:19:04.611652
2,0.8064251686518009,0.7060963473067834,0.10032882151695398,0.0001403089125448511,0.00014051929515379152,2026-01-01 14:23:09.475903
3,0.6868900668735688,0.651737606468109,0.03515246063470841,4.157268683475072e-11,4.157268683475072e-11,2026-01-01 14:27:11.042144
4,0.6246396387998875,0.6084013593024933,0.01623827892427261,4.157268683475072e-11,4.157268683475072e-11,2026-01-01 14:30:39.713841
